fuel fraction: 0.10
53.75,1.78367,0.00135
70.0,1.89352,0.0011
fuel fraction: 0.60
5.0,0.21705,0.00042
21.25,1.13683,0.00107
37.5,1.5918,0.00179
53.75,1.7956,0.00166
70.0,1.89932,0.00165
fuel fraction: 0.60
5.0,0.22034,0.00047
21.25,1.15461,0.00142
37.5,1.60712,0.00168
53.75,1.80635,0.00138
70.0,1.9094,0.00162
fuel fraction: 0.60
5.0,0.22274,0.00046
21.25,1.17394,0.00157
37.5,1.61272,0.00153
53.75,1.80906,0.00143
70.0,1.9132,0.00147
